knowledge,history,ctrl,begin_label,vrm_label
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave .","Did not know there , are there limitations though ?",Yeah they are still in place and can be adjusted for inflation,hallucination,"edification,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location . Matt Patricia is the only rocket scientist coaching in the NFL . Before coaching , he was a working aeronautical engineer who graduated from RPI : a school whose fight song includes "" sin "" , "" cosine "" and "" tangent "" , as well as six digits of pi . since their reintroduction in 1999 as an NFL franchise , the quarterback with the most wins in the Cleveland Browns home stadium is Pittsburgh Steelers quarterback Ben Roethlisberger . the first NFL Playoff game was played in 1932 on an 80 - yard long dirt field inside Chicago Stadium , then home to the NHL Blackhawks .","Nope as long as you qualify , you are allowed to play",The National Football League ( NFL ) is a professional American football league consisting of 32 teams ,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave .",Nice . Did you hear they are placing tracking chips on the players now ?,NFL is a professional American football league,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location . Matt Patricia is the only rocket scientist coaching in the NFL . Before coaching , he was a working aeronautical engineer who graduated from RPI : a school whose fight song includes "" sin "" , "" cosine "" and "" tangent "" , as well as six digits of pi . since their reintroduction in 1999 as an NFL franchise , the quarterback with the most wins in the Cleveland Browns home stadium is Pittsburgh Steelers quarterback Ben Roethlisberger . the first NFL Playoff game was played in 1932 on an 80 - yard long dirt field inside Chicago Stadium , then home to the NHL Blackhawks .","Nice , are they doing that for a particular reason ?","No , not really . Do you know what the first playoff game was ?",hallucination,"question,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave .",Yes they are collecting stuff such as velocity and rotation and a bunch of others,NFL is a professional American football league,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location . Matt Patricia is the only rocket scientist coaching in the NFL . Before coaching , he was a working aeronautical engineer who graduated from RPI : a school whose fight song includes "" sin "" , "" cosine "" and "" tangent "" , as well as six digits of pi . since their reintroduction in 1999 as an NFL franchise , the quarterback with the most wins in the Cleveland Browns home stadium is Pittsburgh Steelers quarterback Ben Roethlisberger . the first NFL Playoff game was played in 1932 on an 80 - yard long dirt field inside Chicago Stadium , then home to the NHL Blackhawks .",Nice I hope they can use those to make the game safer too,The National Football League ( NFL ) is a professional American football league consisting of 32 teams ,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave .",I hope so too . Did you know there is a coach who used to be a rocket scientist,Wow that is amazing ! I did n't know that ! It 's been great chatting with you !,hallucination,"disclosure,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location . Matt Patricia is the only rocket scientist coaching in the NFL . Before coaching , he was a working aeronautical engineer who graduated from RPI : a school whose fight song includes "" sin "" , "" cosine "" and "" tangent "" , as well as six digits of pi . since their reintroduction in 1999 as an NFL franchise , the quarterback with the most wins in the Cleveland Browns home stadium is Pittsburgh Steelers quarterback Ben Roethlisberger . the first NFL Playoff game was played in 1932 on an 80 - yard long dirt field inside Chicago Stadium , then home to the NHL Blackhawks .",There is such a thing ? WHat a change of careers . WHo is it ?,The National Football League ( NFL ) is a professional American football league consisting of 32 teams ,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",It is Matt Patricia and he graduated from a school that had tons of math symbols in the name,Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",Nice . Did you know U of Iowa painted the visitor locker room pink ?,Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I wonder if that is supposed to have some effect on the players,do you like that?,generic,question
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",I am not sure . In the 60s bowlers used to make more than NFL players,Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Yeah I guess it was a more popular game back then . Their coaches are the highest paid people,"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal ","entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",Yeah no surprise there . Do you know what the highest score in college football is ?,"I do not know , maybe a tie ?",hallucination,"question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Hmmm no I do not , what is it . Did you hear about that giant stadium in Texas ?","Yeah it was actually built back in 1916 and they painted it pink ,   that was pretty impressive .",hallucination,"edification,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make","The highest score is 222 - 0 , Georgia Tech versus Cumberland , and I do not know abut that stadium","The Cumberland fans are old , it is the old tradition .   So that is why they call it football .   Maybe it is a better name for the football team .   They are known as the underdog .",hallucination,"disclosure,edification"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","WOw what a score , The stadium is for a high school and can seat 18 000 people","Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal ","entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make","Wow that is a lot of people , bet it cost a lot too",Different variations of football are known as football codes,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",[],Do you like football ?,entailment,question
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Hi there , do you watch the NFL ?",Different variations of football are known as football codes,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Hi ! Yes I do sometimes . What 's your favorite team ?,"I like the Patriots , how about you ?",hallucination,"question,disclosure"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","I think the Patriots , I like them best . One of their former QB never fumbled a ball in his career . How about you ?","Yeah , he is a really good QB . Did you know that the Patriots used to be a powerhouse ?",hallucination,"edification,question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",My husband is from the bay area so we root for the Oakland Raiders .,"ya he is a big Raiders fan , i bet they have a good team there",hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Nice , cool . Do you know what the highest score ever recorded in a game is ?","Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal ","entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",222 - 0,That is impressive . I wonder if that was before or after the NFL ?,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah that must have been quite the game . Do you know who played , the two teams ?","Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal ","entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Georgia tech and cumberland . Are you familiar with different kinds of football from different parts of the world ?,"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal ","entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah there are tons of different kinds like soccer , Canadian and Australian football , rugby , a bunch of them",Are you a fan of football ?,entailment,question
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I 'm originally from Hungary and our football there is soccer . My grandpa was a huge fan .,Ellis has never fumbled the football in his NFL career .,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Nice , it is a good sport . Did you know ESPN won an Emmy once ?",Ellis has never fumbled the football in his NFL career .,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I had no idea . I wonder why the University of Iowa 's locker room is painted pink .,Ellis has never fumbled the football in his NFL career .,"entailment,uncooperative",edification
