knowledge,history,gpt2,begin_label,vrm_label
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location . Matt Patricia is the only rocket scientist coaching in the NFL . Before coaching , he was a working aeronautical engineer who graduated from RPI : a school whose fight song includes "" sin "" , "" cosine "" and "" tangent "" , as well as six digits of pi . since their reintroduction in 1999 as an NFL franchise , the quarterback with the most wins in the Cleveland Browns home stadium is Pittsburgh Steelers quarterback Ben Roethlisberger . the first NFL Playoff game was played in 1932 on an 80 - yard long dirt field inside Chicago Stadium , then home to the NHL Blackhawks .","Nice , are they doing that for a particular reason ?","Yes, they are not good","entailment,uncooperative","edification,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave .",Yes they are collecting stuff such as velocity and rotation and a bunch of others,Yes. Did you know engineers make more over their lifetime than football players?,hallucination,"question,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location . Matt Patricia is the only rocket scientist coaching in the NFL . Before coaching , he was a working aeronautical engineer who graduated from RPI : a school whose fight song includes "" sin "" , "" cosine "" and "" tangent "" , as well as six digits of pi . since their reintroduction in 1999 as an NFL franchise , the quarterback with the most wins in the Cleveland Browns home stadium is Pittsburgh Steelers quarterback Ben Roethlisberger . the first NFL Playoff game was played in 1932 on an 80 - yard long dirt field inside Chicago Stadium , then home to the NHL Blackhawks .",Nice I hope they can use those to make the game safer too,Yes.  I hope they do too.  I think they should use the tracking chips they put in players shoulder pads to track their every move.,hallucination,"disclosure,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","I 'd bet that , too .   So , in asia you can pay to play with cats ... now that 's weird !",I am sure they do. Cats are very interesting. I would love to go to a cat cafe in Japan. They have cat cafes where you can pay hourly to play with cats and have drinks.,hallucination,"disclosure,edification,ack.,confirmation"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",I think its a waste of money lol just get a cat,"Yeah, they are more valuable than any other animal in my opinion.  I am not a big fan of cats.  I like cats in my family.",hallucination,"disclosure,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","no doubt , cats are everywhere !",i guess they do. i dont think they will disappear anytime soon. i would like to see the cat cafes in japan and taiwan where people pay hourly to play with cats and have drinks,hallucination,"disclosure,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",Everywhere including Alaska ... where they are made mayors . Now that s weird lol,I know right! That's awesome! I didn't know that. Did you know that the cat in the opening scene of the godfather 1 was a stray?,hallucination,"disclosure,questioon,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",They also co - author physics papers !,Good Morning!  Cats are interesting.  I like the stray that was found on the set of Godfather.  I don't know how it made it through the security system.,hallucination,"disclosure,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Space Jam is the highest - grossing basketball movie of all time . The American basketball team , the Washington Generals , played the Harlem Globetrotters over 13,000 times but only won 6 games . both volleyball and basketball were invented at the YMCA Vasectomy rates increase during March Madness so that men can stay at home for a few days to watch basketball . Shaq only has one recorded 3pt score throughout his entire basketball career",I do a little bit . Did you guys win ? !,"No, I did not, but it was a great game.",hallucination,"disclosure,ack.,confirmation"
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Oh yeah ! I got 3 field goals , which are worth 2 points each . I was so tired , I was glad my team had the most points at the end of regulation play , and we did n't have to go into overtime !","Yeah, I was really sad when they banned the dunk for over a decade.",hallucination,"disclosure,ack.,confirmation"
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Space Jam is the highest - grossing basketball movie of all time . The American basketball team , the Washington Generals , played the Harlem Globetrotters over 13,000 times but only won 6 games . both volleyball and basketball were invented at the YMCA Vasectomy rates increase during March Madness so that men can stay at home for a few days to watch basketball . Shaq only has one recorded 3pt score throughout his entire basketball career","Good job ! Did you know the New Zealand team is nicknamed the "" tall blacks "" ?","Good, thanks for the info.  I did not know that.  I know that basketball was invented at the YMCA.",hallucination,"disclosure,edification,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","No way ! I did n't know that . I was bummed that I did n't make any 3 point shots today , but then I remembered that Shaq has only one recorded 3 point shot throughout his entire basketball career !",That is so funny! Do you like basketball?,hallucination,"question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",You ll get it next game ! I love how the us supreme court has a bball court on the top floor !,"Hello, I love that game.",hallucination,"disclosure,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,Everybody loves basketball ! Vasectomy rates increase during March Madness so that men can stay home for a few days to watch basketball . That 's pretty extreme !,"I wonder if the Supreme Court justices are ever up for election, since they've been convicted of tampering with the election process.",hallucination,"edification,disclosure"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make","That is absolutely hilarious . College baskeball and football coaches make bank , apparently !",I would love to see those huge American flags at football stadiums.,hallucination,disclosure
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Yeah , and the highest paid across all US Department of Defense employees are three football coaches of the service branch teams . Maybe I need to start playing football instead !","I know right, I wonder if they play basketball in New Zealand, they are nicknamed the Tall Blacks.",hallucination,"disclosure,edification,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",They are the highest paid state employees in 39 states !,I have never heard of that. Do you like to watch football?,hallucination,"disclosure,question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Even high school football involves some serious money . In Allen , Texas , the high school football stadium cost $ 60 million to build ! It seats 18,000 people !",I would not have guessed that. I would have guessed it was for the college level.,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",It is funny how Iowas locker room for visitors in painted in all pink !,"That is funny, I wonder if it works, but I would be curious to know.",hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I heard about that ! College stadiums are no joke . Fourteen of the world 's largest 25 stadiums belong to American college football teams !,I wonder how the money for college football has gone since the average football team makes less than the average football team in the US.,hallucination,disclosure
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",That is wild . The highest score of a football game ever was 222 to 0 !,I bet it was lol,generic,disclosure
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","No way . A Snoop Dogg song just came on the radio , and it reminded me that he once wrote a fight song for his son 's high school football team ! I do n't think I 've ever heard that one over the radio waves !",Good morning.  I am listening to the radio now.  Jupiter has radio storms so strong that they can be picked up and heard by an am radio.,hallucination,"disclosure,edification,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Radio waves are fascinating . Apparently you can hear Jupiters radio storms on an am radio .,"Yes, I heard about that.  I wonder how that works?",hallucination,"disclosure,ack.,confirmation"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",It is probably better than regular AM radio !,I agree. Do you listen to the radio?,hallucination,"question,ack.,confirmation"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Probably better than that also !,That's what I heard. I like to listen to the radio when I'm bored.,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",, kicking a ball to score a goal,"entailment,uncooperative","question,ack."
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .",Hi do you like football ?,"I do, I am a huge fan of the Saints.",hallucination,"disclosure,ack.,confirmation"
