knowledge,history,doha,begin_label,vrm_label
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Space Jam is the highest - grossing basketball movie of all time . The American basketball team , the Washington Generals , played the Harlem Globetrotters over 13,000 times but only won 6 games . both volleyball and basketball were invented at the YMCA Vasectomy rates increase during March Madness so that men can stay at home for a few days to watch basketball . Shaq only has one recorded 3pt score throughout his entire basketball career",I do a little bit . Did you guys win ? !,"It is all a waste , and they do n't",hallucination,disclosure
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Oh yeah ! I got 3 field goals , which are worth 2 points each . I was so tired , I was glad my team had the most points at the end of regulation play , and we did n't have to go into overtime !","I agree , although I do n't know if it",hallucination,"disclosure,ack.,confirmation"
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Space Jam is the highest - grossing basketball movie of all time . The American basketball team , the Washington Generals , played the Harlem Globetrotters over 13,000 times but only won 6 games . both volleyball and basketball were invented at the YMCA Vasectomy rates increase during March Madness so that men can stay at home for a few days to watch basketball . Shaq only has one recorded 3pt score throughout his entire basketball career","Good job ! Did you know the New Zealand team is nicknamed the "" tall blacks "" ?","Hi , how are you ? The American basketball team played the Harlem Globetrotters over 5 times","entailment,hallucination","question,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","No way ! I did n't know that . I was bummed that I did n't make any 3 point shots today , but then I remembered that Shaq has only one recorded 3 point shot throughout his entire basketball career !","I am well , thank you . Do you know that the American basketball team , the Washington Generals , played the Harlem Globetrotters over 5 times ","entailment,hallucination","disclosure,question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",You ll get it next game ! I love how the us supreme court has a bball court on the top floor !,I do n't watch it often . I do know,hallucination,disclosure
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,Everybody loves basketball ! Vasectomy rates increase during March Madness so that men can stay home for a few days to watch basketball . That 's pretty extreme !,I believe so . I do n't know who is,hallucination,"disclosure,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make","That is absolutely hilarious . College baskeball and football coaches make bank , apparently !","Me too , I 'm a backup kicker , so",hallucination,"disclosure,ack.,confirmation"
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Yeah , and the highest paid across all US Department of Defense employees are three football coaches of the service branch teams . Maybe I need to start playing football instead !","No I did n't know that , that is a",hallucination,"disclosure,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",They are the highest paid state employees in 39 states !,That is funny ! I think he should have tried that,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Even high school football involves some serious money . In Allen , Texas , the high school football stadium cost $ 60 million to build ! It seats 18,000 people !",That 's awesome ! I bet they get,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",It is funny how Iowas locker room for visitors in painted in all pink !,That is crazy ! I would have a vasectomy to,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I heard about that ! College stadiums are no joke . Fourteen of the world 's largest 25 stadiums belong to American college football teams !,"Yeah they do , it is a great way to make",hallucination,disclosure
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . Snoop Dogg wrote a fight song for his son 's high school football team . the highest paid across all U.S. Department of Defense employees are three football coaches of the service branch teams the high school football stadium in Allen , Texas seats 18,000 and cost $ 60 million to build 14 of the world 's 25 largest stadiums belong to American college football teams . Those Humungous American Flags at Football Stadiums Weigh 1,100 Pounds and Cost $ 50,000 to Make",That is wild . The highest score of a football game ever was 222 to 0 !,"Yes , I think that would be an interesting job .",hallucination,"disclosure,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","No way . A Snoop Dogg song just came on the radio , and it reminded me that he once wrote a fight song for his son 's high school football team ! I do n't think I 've ever heard that one over the radio waves !",Yeah I guess that makes sense . In the 60 ',hallucination,"disclosure,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Radio waves are fascinating . Apparently you can hear Jupiters radio storms on an am radio .,"Wow , that is a lot of money for a high",hallucination,"disclosure,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",It is probably better than regular AM radio !,Wow ! That is crazy .,hallucination,"ack.,disclosure"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Probably better than that also !,Nope I have n't either . But I have,hallucination,"disclosure,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",,Probably like the sounds of space and earthquakes . I like that a lot!,"entailment,hallucination",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .",Hi do you like football ?,"I bet ! In Canada , it 's","entailment,hallucination","edification,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Hi ! Yes , I do like football ! Do you ? I was just reading about how there is no written rule against female players in the NFL . Women would be allowed to join if the met the league 's eligibility requirements .",That is very sneaky ! I love Hanson . the National Football League ( NFL ) is a professional American football league consisting of 32 teams,"entailment,hallucination",disclosure
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yep , that 's true but seeing how big the guys are its no surprise that no woman has ever joined or wanted to join a team haha","True , but radio is so powerful ! I heard there. sports is known as soccer.","entailment,hallucination","disclosure,edification,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","I agree ! And semi - related , I 've heard that the University of Iowa 's locker room for visiting football teams is completely painted pink !",I 'm curious to know why football is a family of sports.,"entailment,hallucination",disclosure
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , that a great way to decrease team moral haha",Do you like football ? I don't. Sports commonly called football in certain places include association football ,"entailment,hallucination",question
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Exactly ! Or maybe make the other team angry ! In the 60 's top bowlers made twice as much money as the top football stars !,I sure do . Did you know women can play too,"entailment,uncooperative","question,ack.,confirmation"
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Now that is weird to hear because of the big difference in physicalness .,"That would be awesome . I 'd love to see,  these different variations of football which was formed last year","entailment,hallucination","disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Absolutely ! I 'm sure football pays more than bowling , these days ! Ha . So , the highest score ever in a football game was in 1916 ! When Georgia Tech beat Cumberland 222 - 0 !",Maybe the players would have to be big to attract women. Ellis has never fumbled the football in his NFL career .,"entailment,hallucination",disclosure
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , now that is crazy to hear . How could they even let that game continue ?","That is funny , I wonder if it helps them psychologically. Ellis has never fumbled the football in his NFL career .","entailment,hallucination","disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",It sounds like a world record loss and win ! That 's pretty interesting !,"I bet the players do nt know what they are, though, the University of Iowa 's locker room  is completely painted pink","entailment,hallucination",disclosure
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",Have you ever had a pet cat ?,"I agree . In the 1960 's top bowlers, and the the cat in the Godfather opening scene was a stray ","entailment,hallucination","edification,ack.,confirmation"
